CN,PREV_PLT_CN,INVYR,LAT,LON,STATECD,UNITCD,COUNTYCD,PLOT,ECOSUBCD
451136703489998,259083269010854,2017,31.797463,-81.586246,13,1,179,38,232Ca
451136334489998,259082753010854,2017,32.602629,-83.344679,13,3,289,8,232Je
451136719489998,259083289010854,2017,30.857071,-81.646736,13,1,39,81,232Cb
451136721489998,259082793010854,2017,31.727611,-83.373672,13,2,155,40,232Jf
451136727489998,259082586010854,2017,33.669474,-83.50923,13,3,211,6,231Aa
718561823290487,282502231489998,2020,33.101751,-83.022055,13,3,141,41,232Ja
451136756489998,259082802010854,2017,31.417185,-83.505646,13,2,277,13,232Jf
451136765489998,259082811010854,2017,30.963993,-83.729021,13,2,27,14,232Jf
533665057126144,43265943020004,2018,31.988233,-82.539604,13,1,209,6,232Jg
533664554126144,43265440020004,2018,32.219129,-84.498086,13,3,197,36,232Ja
718562010290487,282502418489998,2020,33.773193,-82.338679,13,3,181,16,231Af
718562017290487,282502425489998,2020,31.514891,-82.193,13,1,1,6,232Cf
718561496290487,282501904489998,2020,33.766822,-83.402746,13,4,219,14,231Aa
635664394126144,216219723020004,2019,33.34262,-82.681714,13,3,301,26,231Aa
718561554290487,282501962489998,2020,32.303066,-83.643937,13,3,153,22,232Jd
718561559290487,282501967489998,2020,32.05078,-83.88976,13,2,93,8,232Jf
718562076290487,282502484489998,2020,32.189624,-81.189433,13,1,51,99,232Cb
718561964290487,282502372489998,2020,31.248302,-81.948021,13,1,25,8,232Ca
718561969290487,282502377489998,2020,31.252447,-81.549045,13,1,127,9,232Cb
718561980290487,282502388489998,2020,31.147464,-81.73533,13,1,39,2,232Cb
533664246126144,43265132020004,2018,31.787476,-83.492524,13,2,287,30,232Jf
282501687489998,176549010010854,2015,33.420861,-84.490798,13,4,113,13,231Aj
385728935489998,236496709010854,2016,32.023047,-83.603798,13,2,315,9,232Jf
385728949489998,236496737010854,2016,31.522697,-83.704275,13,2,321,71,232Jf
385730054489998,236497405010854,2016,31.394121,-82.367179,13,1,229,2,232Cf
385729038489998,236495981010854,2016,31.881388,-84.786331,13,3,243,39,232Bm
385729168489998,236495529010854,2016,33.647903,-85.201688,13,4,45,23,231Ac
385729175489998,236495623010854,2016,34.801755,-84.432027,13,5,123,26,M221Dd
451136113489998,259082387010854,2017,32.59917,-84.358395,13,3,269,39,232Ja
451136120489998,259082394010854,2017,32.364126,-84.266064,13,3,249,6,232Ja
451136122489998,259082396010854,2017,32.35969,-84.441124,13,3,197,11,232Ja
451136415489998,259082763010854,2017,34.055904,-82.74516,13,4,105,34,231Ae
451136425489998,259082970010854,2017,32.931369,-82.049427,13,3,33,53,232Je
451136822489998,259083295010854,2017,32.005078,-81.190162,13,1,51,7,232Ce
451136512489998,259083035010854,2017,32.660034,-82.118518,13,1,107,33,232Je
282502098489998,176549434010854,2015,33.867859,-83.219398,13,4,221,46,231Aa
282502104489998,176549410010854,2015,33.587449,-83.485889,13,3,211,19,231Aa
635664086126144,216219436020004,2019,31.174372,-83.817326,13,2,71,44,232Jf
718561304290487,282501712489998,2020,31.975501,-84.65799,13,3,259,58,232Bm
718561320290487,282501728489998,2020,31.9008,-83.801674,13,2,81,31,232Jf
718561849290487,282502257489998,2020,32.823808,-82.992353,13,3,319,26,232Jd
718562035290487,282502443489998,2020,33.274264,-82.148811,13,3,33,82,232Ja
718562045290487,282502453489998,2020,33.050577,-81.577189,13,3,33,51,232Jg
718562083290487,282502491489998,2020,31.884969,-81.278238,13,1,29,19,232Cb
718561994290487,282502402489998,2020,32.823594,-81.831906,13,1,165,46,232Je
533664963126144,43265849020004,2018,32.144025,-82.449919,13,1,279,97,232Je
533664756126144,43265642020004,2018,33.133434,-83.119152,13,3,9,17,231Aa
533664771126144,43265657020004,2018,32.527083,-83.171185,13,1,175,62,232Je
533664779126144,43265665020004,2018,32.312926,-83.43357,13,3,235,23,232Jg
635664622126144,216219930020004,2019,32.167774,-81.539425,13,1,29,40,232Ca
282502632489998,176549807010854,2015,32.904155,-83.215026,13,3,319,40,232Ja
385729877489998,236496847010854,2016,31.547044,-83.47954,13,2,277,23,232Jf
533664452126144,43265338020004,2018,32.30663,-84.017815,13,3,193,26,232Jf
533664741126144,43265627020004,2018,33.545006,-83.071633,13,3,133,15,231Aa
533665252126144,43266138020004,2018,31.825344,-81.105004,13,1,51,14,232Ce
718561907290487,282502315489998,2020,32.028089,-82.419478,13,1,279,27,232Je
718561912290487,282502320489998,2020,31.950423,-82.11625,13,1,267,22,232Je
718561916290487,282502324489998,2020,32.187027,-82.072294,13,1,267,25,232Je
718561917290487,282502325489998,2020,32.11465,-82.329811,13,1,279,28,232Je
718561929290487,282502337489998,2020,32.125388,-81.78536,13,1,109,7,232Ca
533664412126144,43265298020004,2018,31.61164,-84.145924,13,3,95,2,232Bi
635664605126144,216219915020004,2019,32.637985,-81.651299,13,1,251,17,232Je
635664606126144,216219916020004,2019,32.7317,-81.725809,13,1,251,62,232Je
635663816126144,216219185020004,2019,34.090815,-84.377852,13,4,121,28,231Ac
635664261126144,216219600020004,2019,32.884031,-83.331164,13,3,319,9,232Ja
282501901489998,176548910010854,2015,33.708237,-84.340882,13,4,89,14,231Aa
282501904489998,176549431010854,2015,33.766822,-83.402746,13,4,219,14,231Aa
718561870290487,282502278489998,2020,32.673369,-82.758822,13,1,167,33,232Je
718561876290487,282502284489998,2020,33.002708,-82.361933,13,3,163,11,232Jd
533664196126144,43265082020004,2018,32.013948,-83.419983,13,2,315,1,232Je
533664207126144,43265093020004,2018,32.864143,-83.95243,13,3,207,15,231Aa
635664614126144,216219923020004,2019,32.686268,-81.430645,13,1,251,35,232Cg
635664427126144,216220320020004,2019,32.733192,-82.780712,13,1,167,67,232Je
635664267126144,216219606020004,2019,32.829534,-83.190213,13,3,319,32,232Ja
718561667290487,282502075489998,2020,31.197448,-83.781932,13,2,71,79,232Jf
718561690290487,282502098489998,2020,33.867859,-83.219398,13,4,221,46,231Aa
282502315489998,176549644010854,2015,32.028089,-82.419478,13,1,279,27,232Je
282502320489998,176549585010854,2015,31.950423,-82.11625,13,1,267,22,232Je
282502324489998,176549584010854,2015,32.187027,-82.072294,13,1,267,25,232Je
282502325489998,176549641010854,2015,32.11465,-82.329811,13,1,279,28,232Je
533664711126144,43265597020004,2018,31.839099,-84.475104,13,3,273,30,232Jf
533665210126144,43266096020004,2018,31.052171,-83.032207,13,2,173,13,232Cc
635663790126144,216219160020004,2019,34.367922,-84.836671,13,5,15,23,231De
635664582126144,216219893020004,2019,33.320852,-81.923507,13,3,245,28,232Jg
718561696290487,282502104489998,2020,33.587449,-83.485889,13,3,211,19,231Aa
718562224290487,282502632489998,2020,32.904155,-83.215026,13,3,319,40,232Ja
282502402489998,176549223010854,2015,32.823594,-81.831906,13,1,165,46,232Je
282502418489998,176549298010854,2015,33.773193,-82.338679,13,3,181,16,231Af
282502075489998,176548851010854,2015,31.197448,-83.781932,13,2,71,79,232Jf
385729461489998,236496763010854,2016,32.469163,-83.262131,13,3,23,2,232Je
635664363126144,216219694020004,2019,31.647471,-83.217783,13,2,155,16,232Jf
635664931126144,216220213020004,2019,31.576663,-83.337587,13,2,155,8,232Jf
635664947126144,216220228020004,2019,30.781559,-83.528399,13,2,27,22,232Jf
533664472126144,43265358020004,2018,33.928747,-85.044136,13,4,223,2,231Dd
533664477126144,43265363020004,2018,33.633222,-85.004537,13,4,45,36,231Ac
533664976126144,43265862020004,2018,31.989411,-82.061941,13,1,267,11,232Je
282502425489998,176548559010854,2015,31.514891,-82.193,13,1,1,6,232Cf
282501586489998,176549271010854,2015,31.660322,-84.284168,13,3,177,43,232Bp
282501587489998,176549274010854,2015,31.771218,-84.031118,13,3,177,32,232Bp
282502509489998,176548707010854,2015,30.881769,-81.723325,13,1,39,73,232Cb
282502518489998,176549406010854,2015,33.601294,-83.449234,13,3,211,3,231Aa
282502521489998,176549405010854,2015,33.588011,-83.48826,13,3,211,32,231Aa
282502522489998,176549487010854,2015,33.330453,-83.34595,13,3,237,2,231Aa
533665404126144,43266290020004,2018,31.441795,-83.155151,13,2,19,59,232Jf
533665412126144,43266298020004,2018,31.213411,-83.433648,13,2,75,28,232Jf
718562101290487,282502509489998,2020,30.881769,-81.723325,13,1,39,73,232Cb
718562110290487,282502518489998,2020,33.601294,-83.449234,13,3,211,3,231Aa
718562113290487,282502521489998,2020,33.588011,-83.48826,13,3,211,32,231Aa
718562114290487,282502522489998,2020,33.330453,-83.34595,13,3,237,2,231Aa
718561607290487,282502015489998,2020,31.34286,-85.051288,13,2,99,32,232Bo
718561626290487,282502034489998,2020,31.201461,-84.62222,13,2,201,17,232Bp
718562139290487,282502547489998,2020,31.445655,-83.561911,13,2,277,30,232Jf
533665193126144,43266079020004,2018,31.387741,-83.495597,13,2,277,7,232Jf
533664160126144,43265046020004,2018,32.09219,-84.695011,13,3,259,44,232Bm
635663909126144,216219272020004,2019,31.799725,-83.910845,13,2,321,48,232Bp
635664207126144,216219549020004,2019,31.963673,-84.272211,13,3,261,3,232Jf
533664350126144,43265236020004,2018,31.68156,-84.864033,13,3,243,24,232Jf
385729468489998,236496777010854,2016,32.318382,-83.450757,13,3,235,28,232Jg
385729227489998,236496011010854,2016,32.950758,-84.285985,13,3,293,26,231Aa
385729228489998,236496013010854,2016,32.875145,-84.155957,13,3,293,25,231Aa
385729257489998,236496161010854,2016,31.312955,-84.740675,13,2,99,39,232Bp
533664359126144,43265245020004,2018,31.831991,-83.74202,13,2,81,15,232Jf
533664368126144,43265254020004,2018,33.918806,-83.532104,13,4,219,3,231Aa
533664380126144,43265266020004,2018,33.484843,-83.717526,13,3,159,7,231Aa
533664383126144,43265269020004,2018,34.777415,-85.159148,13,5,47,23,231Da
451135947489998,259082506010854,2017,33.656539,-83.678216,13,4,297,3,231Aa
451135953489998,259082060010854,2017,34.904969,-85.300931,13,5,295,43,231Da
635664107126144,216219455020004,2019,32.251126,-83.797982,13,2,93,47,232Je
635664108126144,216219456020004,2019,32.343639,-83.825613,13,3,153,48,232Jd
635664858126144,216220147020004,2019,31.779281,-82.552216,13,1,161,25,232Cf
635664861126144,216220150020004,2019,31.657139,-82.616491,13,1,5,14,232Cf
718561493290487,282501901489998,2020,33.708237,-84.340882,13,4,89,14,231Aa
282502651489998,176548916010854,2015,32.214154,-83.250071,13,1,91,10,232Je
282501962489998,176549174010854,2015,32.303066,-83.643937,13,3,153,22,232Jd
282502127489998,176549671010854,2015,32.533354,-83.415061,13,3,289,1,232Jd
282502662489998,176549258010854,2015,32.232832,-82.985651,13,1,175,55,232Je
282502667489998,176548919010854,2015,32.176581,-83.258523,13,1,91,55,232Je
282502443489998,176548694010854,2015,33.274264,-82.148811,13,3,33,82,232Ja
282502670489998,176549613010854,2015,31.904725,-82.956338,13,1,271,42,232Je
282502547489998,176549637010854,2015,31.445655,-83.561911,13,2,277,30,232Jf
385730070489998,236497515010854,2016,31.23678,-82.274457,13,1,229,16,232Cf
385729300489998,236496585010854,2016,32.104488,-83.720327,13,2,93,2,232Je
451136997489998,259082883010854,2017,30.873344,-83.407502,13,2,27,42,232Jf
451136999489998,259082885010854,2017,30.786708,-83.576826,13,2,27,13,232Jf
385728893489998,236496703010854,2016,32.031608,-83.454815,13,2,315,21,232Je
385729848489998,236497835010854,2016,30.999928,-81.645981,13,1,39,33,232Ce
451137017489998,259083344010854,2017,33.203,-83.760883,13,3,159,77,231Aa
451135830489998,259082732010854,2017,31.437777,-83.638662,13,2,277,22,232Jf
451135848489998,259082290010854,2017,33.544203,-84.311741,13,4,63,18,231Aa
451136160489998,259082652010854,2017,32.512439,-83.510287,13,3,289,38,232Jd
451136174489998,259082702010854,2017,31.132646,-83.925221,13,2,71,23,232Jf
451136181489998,259082709010854,2017,30.947465,-84.097803,13,2,275,63,232Bh
451135711489998,259082354010854,2017,32.057673,-84.499637,13,3,307,5,232Jf
451135751489998,259082536010854,2017,31.863458,-84.217485,13,3,177,37,232Bp
451135757489998,259082542010854,2017,31.822008,-84.149287,13,3,177,17,232Bp
451136470489998,259082865010854,2017,32.903453,-83.053173,13,3,319,8,232Jd
451136862489998,259082827010854,2017,32.392633,-83.23169,13,1,91,24,232Je
451136869489998,259082834010854,2017,32.194289,-83.33707,13,3,235,25,232Je
451136888489998,259082899010854,2017,31.768101,-83.059292,13,2,17,1,232Je
451136906489998,259082961010854,2017,31.558395,-82.844503,13,1,69,40,232Jf
282502453489998,176548691010854,2015,33.050577,-81.577189,13,3,33,51,232Jg
282501607489998,176548626010854,2015,32.837907,-83.615675,13,3,21,13,232Ja
282501627489998,176549817010854,2015,31.486518,-83.853516,13,2,321,32,232Jf
282501632489998,176548852010854,2015,31.279339,-83.90582,13,2,71,80,232Jf
282502133489998,176549477010854,2015,32.387067,-83.518387,13,3,235,7,232Jd
282501712489998,176549553010854,2015,31.975501,-84.65799,13,3,259,58,232Bm
282501728489998,176548882010854,2015,31.9008,-83.801674,13,2,81,31,232Jf
385729416489998,236496359010854,2016,30.854068,-84.499747,13,2,87,58,232Bh
282502680489998,176549463010854,2015,31.337694,-82.280733,13,1,229,30,232Cf
282502685489998,176549204010854,2015,31.914494,-82.644112,13,1,161,6,232Jg
282502688489998,176549606010854,2015,31.902644,-82.820635,13,1,271,48,232Je
385729744489998,236497133010854,2016,32.47193,-82.835344,13,1,175,91,232Jg
385729767489998,236497251010854,2016,33.24102,-82.228855,13,3,33,20,232Jd
282502231489998,176549125010854,2015,33.101751,-83.022055,13,3,141,41,232Ja
282502257489998,176549808010854,2015,32.823808,-82.992353,13,3,319,26,232Jd
282502278489998,176549234010854,2015,32.673369,-82.758822,13,1,167,33,232Je
282502284489998,176549213010854,2015,33.002708,-82.361933,13,3,163,11,232Jd
282502034489998,176549372010854,2015,31.201461,-84.62222,13,2,201,17,232Bp
385729267489998,236496181010854,2016,30.753819,-84.810802,13,2,87,68,232Bh
385728881489998,236496121010854,2016,34.481854,-83.520923,13,4,11,21,231Ad
451136013489998,259082567010854,2017,32.423218,-83.85378,13,3,193,45,232Jd
451136189489998,259082202010854,2017,31.805796,-85.098835,13,3,239,2,232Bm
102077929010661,66672821010661,2006,41.603065,-93.676675,19,2,153,20011,251Be
373687277489998,220869748010661,2017,41.603065,-93.676675,19,2,153,20011,251Be
220869748010661,102077929010661,2011,41.603065,-93.676675,19,2,153,20011,251Be
66672821010661,27804287010661,2001,41.603065,-93.676675,19,2,153,20011,251Be
450596636489998,247108316010661,2018,38.796455,-89.750875,17,2,119,20113,223Ga
96312432010661,29335443010661,2005,38.470218,-90.076782,17,2,163,20105,223Ga
604414548126144,15651788020004,2020,37.540283,-88.688585,17,1,151,10234,223Dh
102166336010661,66709202010661,2006,37.54222,-89.104944,17,1,181,20023,223Dh
102491493010661,66952429010661,2007,38.796455,-89.750875,17,2,119,20113,223Ga
721807566290487,171132782020004,2021,41.772068,-88.41894,17,3,89,20042,251Dc
304149409489998,168935709010661,2016,38.470218,-90.076782,17,2,163,20105,223Ga
375554249489998,220910940010661,2017,37.54222,-89.104944,17,1,181,20023,223Dh
15651788020004,102142936010661,2013,37.540283,-88.688585,17,1,151,10234,223Dh
171132782020004,107865780010661,2014,41.772068,-88.41894,17,3,89,20042,251Dc
247108316010661,102491493010661,2012,38.796455,-89.750875,17,2,119,20113,223Ga
66952429010661,27810058010661,2002,38.796455,-89.750875,17,2,119,20113,223Ga
66709202010661,27824019010661,2001,37.54222,-89.104944,17,1,181,20023,223Dh
86086308010661,29006404010661,2004,41.772068,-88.41894,17,3,89,20042,251Dc
107865780010661,86086308010661,2009,41.772068,-88.41894,17,3,89,20042,251Dc
168935709010661,96312432010661,2010,38.470218,-90.076782,17,2,163,20105,223Ga
220910940010661,102166336010661,2011,37.54222,-89.104944,17,1,181,20023,223Dh
102142936010661,NA,2008,37.540283,-88.688585,17,1,151,10234,223Dh
169098926010661,NA,2010,38.266059,-87.247681,18,1,125,1115,223Gc
721812304290487,169554331020004,2021,39.396151,-84.847557,18,3,47,20062,222Hb
169098992010661,NA,2010,39.426972,-86.960109,18,1,21,1120,223De
721812357290487,169554414020004,2021,38.42937,-85.626834,18,2,19,20086,223Fc
220853154010661,102182468010661,2011,38.746109,-85.365884,18,3,77,20066,223Fc
220853202010661,102182378010661,2011,39.236944,-84.928175,18,3,29,20001,223Fe
220853204010661,102182381010661,2011,39.042585,-84.899699,18,3,29,20020,223Fd
721811768290487,169553732020004,2021,38.662749,-86.890301,18,1,101,20074,223De
721812005290487,169554068020004,2021,38.384362,-86.741122,18,2,37,20028,223De
721811836290487,169553828020004,2021,41.668723,-86.799499,18,4,91,20058,222Jb
721812247290487,169554252020004,2021,38.893123,-85.973684,18,2,71,20004,223Ff
108290907010661,NA,2009,41.63966,-87.069286,18,4,127,10240,222Ja
169055081010661,95859407010661,2010,38.147323,-87.226247,18,2,173,20115,223Dc
606039294126144,14511306020004,2020,39.691775,-87.325761,18,1,121,20021,222Hf
108290508010661,NA,2009,38.378238,-87.724324,18,1,51,10235,223Gc
55085526010661,NA,1999,38.384362,-86.741122,18,2,37,20028,223De
108288300010661,90572986010661,2009,41.668723,-86.799499,18,4,91,20058,222Jb
108289788010661,NA,2009,39.515959,-86.295382,18,2,109,10227,222Hb
14511306020004,102152609010661,2013,39.691775,-87.325761,18,1,121,20021,222Hf
242374470010661,102496998010661,2012,38.240569,-87.215804,18,1,125,10217,223Dc
169553828020004,108288300010661,2014,41.668723,-86.799499,18,4,91,20058,222Jb
169554068020004,108287220010661,2014,38.384362,-86.741122,18,2,37,20028,223De
55080777010661,26229106010661,1999,38.144772,-86.455676,18,2,25,20005,223De
55093488010661,26207967010661,1999,39.396151,-84.847557,18,3,47,20062,222Hb
90543005010661,55139222010661,2004,38.662749,-86.890301,18,1,101,20074,223De
90571275010661,55123479010661,2004,39.611895,-86.013673,18,4,81,20086,222Hb
90571768010661,55125671010661,2004,41.312654,-85.654178,18,4,85,20155,222Ji
108288564010661,90543005010661,2009,38.662749,-86.890301,18,1,101,20074,223De
14511699020004,102149527010661,2013,38.632516,-85.656265,18,2,143,20048,223Fe
90572986010661,55131508010661,2004,41.668723,-86.799499,18,4,91,20058,222Jb
220854218010661,NA,2011,38.036525,-86.211915,18,2,61,1171,223Bc
169553732020004,108288564010661,2014,38.662749,-86.890301,18,1,101,20074,223De
242374154010661,102493620010661,2012,38.079978,-85.933976,18,2,61,20052,223Bc
55986955010661,26212423010661,2001,38.746109,-85.365884,18,3,77,20066,223Fc
55553250010661,26227273010661,2000,38.147323,-87.226247,18,2,173,20115,223Dc
95859407010661,55553250010661,2005,38.147323,-87.226247,18,2,173,20115,223Dc
102182378010661,55955538010661,2006,39.236944,-84.928175,18,3,29,20001,223Fe
102182381010661,55957131010661,2006,39.042585,-84.899699,18,3,29,20020,223Fd
55114373010661,NA,1999,38.893123,-85.973684,18,2,71,20004,223Ff
56576101010661,NA,2002,38.079978,-85.933976,18,2,61,20052,223Bc
55955538010661,NA,2001,39.236944,-84.928175,18,3,29,20001,223Fe
55957131010661,NA,2001,39.042585,-84.899699,18,3,29,20020,223Fd
90548126010661,55163424010661,2004,38.218798,-86.579187,18,2,123,22030,223De
102493620010661,56576101010661,2007,38.079978,-85.933976,18,2,61,20052,223Bc
102182468010661,55986955010661,2006,38.746109,-85.365884,18,3,77,20066,223Fc
102149527010661,57241163010661,2008,38.632516,-85.656265,18,2,143,20048,223Fe
102496998010661,NA,2007,38.240569,-87.215804,18,1,125,10217,223Dc
55163424010661,26220082010661,1999,38.218798,-86.579187,18,2,123,22030,223De
55123479010661,NA,1999,39.611895,-86.013673,18,4,81,20086,222Hb
55139222010661,NA,1999,38.662749,-86.890301,18,1,101,20074,223De
55125671010661,NA,1999,41.312654,-85.654178,18,4,85,20155,222Ji
55131508010661,NA,1999,41.668723,-86.799499,18,4,91,20058,222Jb
108287220010661,90563412010661,2009,38.384362,-86.741122,18,2,37,20028,223De
108287223010661,90548126010661,2009,38.218798,-86.579187,18,2,123,22030,223De
108287268010661,90571768010661,2009,41.312654,-85.654178,18,4,85,20155,222Ji
108286449010661,90565141010661,2009,39.396151,-84.847557,18,3,47,20062,222Hb
108286659010661,90560897010661,2009,38.42937,-85.626834,18,2,19,20086,223Fc
108287052010661,90569330010661,2009,38.893123,-85.973684,18,2,71,20004,223Ff
108287103010661,90562010010661,2009,38.144772,-86.455676,18,2,25,20005,223De
108287181010661,90571275010661,2009,39.611895,-86.013673,18,4,81,20086,222Hb
220854118010661,NA,2011,41.576636,-85.027742,18,4,151,1114,222Ji
169554331020004,108286449010661,2014,39.396151,-84.847557,18,3,47,20062,222Hb
169554069020004,108287223010661,2015,38.218798,-86.579187,18,2,123,22030,223De
169554189020004,108287181010661,2015,39.611895,-86.013673,18,4,81,20086,222Hb
102152609010661,57222008010661,2008,39.691775,-87.325761,18,1,121,20021,222Hf
169554414020004,108286659010661,2014,38.42937,-85.626834,18,2,19,20086,223Fc
57222008010661,26219830010661,2003,39.691775,-87.325761,18,1,121,20021,222Hf
57241163010661,NA,2003,38.632516,-85.656265,18,2,143,20048,223Fe
90563412010661,55085526010661,2004,38.384362,-86.741122,18,2,37,20028,223De
90569330010661,55114373010661,2004,38.893123,-85.973684,18,2,71,20004,223Ff
606038812126144,14511699020004,2020,38.632516,-85.656265,18,2,143,20048,223Fe
300164858489998,169055081010661,2016,38.147323,-87.226247,18,2,173,20115,223Dc
169554330020004,108287268010661,2015,41.312654,-85.654178,18,4,85,20155,222Ji
169554375020004,108287103010661,2015,38.144772,-86.455676,18,2,25,20005,223De
102153991010661,NA,2008,39.015275,-85.622548,18,3,79,10217,223Fe
375560195489998,220853202010661,2017,39.236944,-84.928175,18,3,29,20001,223Fe
451006581489998,220853204010661,2018,39.042585,-84.899699,18,3,29,20020,223Fd
451006342489998,220853154010661,2018,38.746109,-85.365884,18,3,77,20066,223Fc
90560897010661,NA,2004,38.42937,-85.626834,18,2,19,20086,223Fc
90565141010661,55093488010661,2004,39.396151,-84.847557,18,3,47,20062,222Hb
90562010010661,55080777010661,2004,38.144772,-86.455676,18,2,25,20005,223De
102154471010661,NA,2008,38.423884,-85.84515,18,2,19,10222,223Bc
169554252020004,108287052010661,2014,38.893123,-85.973684,18,2,71,20004,223Ff
509086907126144,242374154010661,2019,38.079978,-85.933976,18,2,61,20052,223Bc
168925897010661,96625290010661,2010,37.850356,-98.402192,20,3,155,20418,332Ef
96625290010661,NA,2005,37.850356,-98.402192,20,3,155,20418,332Ef
299930480489998,168925897010661,2016,37.850356,-98.402192,20,3,155,20418,332Ef
299964057489998,220864757010661,2016,38.157731,-94.636993,20,2,107,20329,251Ea
102310343010661,66789562010661,2006,38.157731,-94.636993,20,2,107,20329,251Ea
220864757010661,102310343010661,2011,38.157731,-94.636993,20,2,107,20329,251Ea
66789562010661,NA,2001,38.157731,-94.636993,20,2,107,20329,251Ea
291609378489998,166400784010854,2014,37.293058,-82.535873,21,1,195,79,M221Ca
291609851489998,166400074010854,2014,36.811928,-86.186817,21,6,3,18,223Eh
291609856489998,166400079010854,2014,36.655796,-86.248419,21,6,3,52,223Ea
291609330489998,166400746010854,2014,38.464546,-84.895437,21,4,187,2,223Fa
291609789489998,166400078010854,2014,36.656983,-86.100933,21,6,3,29,223Ea
291609418489998,166400202010854,2014,39.002589,-84.355219,21,4,37,5,223Fd
291609424489998,166400112010854,2014,36.764075,-83.716179,21,3,13,36,221Ha
291609427489998,166400113010854,2014,36.677318,-83.750239,21,3,13,37,M221Cc
291609429489998,166400561010854,2014,38.693155,-83.030237,21,2,89,79,221En
291609431489998,166400929010854,2014,36.601227,-83.942009,21,3,235,46,M221Cc
291609433489998,166400553010854,2014,38.612819,-83.395478,21,2,135,16,221En
291609832489998,166400567010854,2014,37.37394,-84.554051,21,4,137,19,223Eb
291609838489998,166400796010854,2014,37.140224,-84.656139,21,5,199,16,223Eb
291609370489998,166400463010854,2014,37.309934,-87.71157,21,6,107,11,223Dc
188794416020004,153849820010854,2013,37.790407,-82.598241,21,1,159,15,M221Ca
188794422020004,153849492010854,2013,37.516309,-82.688292,21,1,71,34,M221Ca
75587503010478,74647457010478,2005,37.008493,-85.612893,21,5,169,16,223Ea
75589085010478,74649004010478,2005,37.234442,-87.0628,21,6,177,28,223Dc
29113036010478,29169569010478,2005,36.97761,-85.98246,21,6,9,52,223Eh
29113118010478,29169690010478,2005,38.152283,-83.753879,21,4,11,31,223Fa
75590954010478,74615658010478,2005,38.638296,-84.948575,21,4,187,37,223Fd
75592721010478,74806377010478,2005,37.707897,-82.322872,21,1,195,48,M221Ca
75593119010478,74652529010478,2005,37.547929,-82.40099,21,1,195,12,M221Ca
75581745010478,74796484010478,2005,37.487996,-84.485830000000007,21,4,137,22,221Ej
75580509010478,74602892010478,2005,37.112751,-82.971357,21,1,133,26,M221Ca
29115451010478,74622616010478,2005,38.61749,-85.341221,21,4,223,17,223Fc
75582244010478,74645893010478,2005,37.157066,-88.352752,21,7,139,37,231Hf
75575206010478,74728107010478,2005,36.636636,-84.046289,21,3,235,8,M221Cd
95294476010478,74744477010478,2006,37.968017,-85.991759,21,5,93,6,223Bd
95295219010478,74689910010478,2006,36.968337,-82.938885,21,1,95,15,M221Cc
95295463010478,74595350010478,2006,36.896591,-83.125355,21,1,95,10,M221Cc
95295645010478,74784898010478,2006,36.824887,-83.480724,21,1,95,3,M221Cc
95295794010478,74690428010478,2006,36.958493,-83.197737,21,1,95,30,221Ha
95280459010478,74714850010478,2006,36.749654,-83.50234,21,3,13,13,M221Cc
95280563010478,74730944010478,2006,36.646963,-83.798072,21,3,13,21,M221Cc
95278412010478,74766986010478,2006,37.05249,-85.411201,21,5,1,3,223Ea
29114589010478,29171448010478,2005,37.770255,-82.380514,21,1,159,24,M221Ca
29114837010478,29171852010478,2005,37.211918,-87.316745,21,6,177,48,223Dc
75600709010478,74692186010478,2005,37.26106,-87.700475,21,6,107,25,223Dc
75601143010478,74790412010478,2005,37.483027,-84.168452,21,3,109,26,221Hb
75619699010478,74636975010478,2005,36.791179,-83.362298,21,1,95,43,M221Cc
75619834010478,74595611010478,2005,36.789227,-83.204206,21,1,95,11,M221Cc
95279796010478,74768401010478,2006,36.885885,-85.787702,21,6,9,58,223Ea
95280223010478,74730565010478,2006,36.89781,-83.593774,21,3,13,30,221Ha
95296709010478,74637791010478,2006,37.799228,-87.575613,21,6,101,47,223Db
95279029010478,74677430010478,2006,38.05494,-84.857857,21,4,5,10,223Fb
95298292010478,NA,2006,36.672931,-87.877032,21,7,221,52,223Eg
95298806010478,74725703010478,2006,37.179357,-86.614596,21,6,227,21,223Dc
95299779010478,74624236010478,2006,36.738627,-84.91175,21,5,231,50,221Hc
95299952010478,74624392010478,2006,36.655346,-84.947352,21,5,231,49,221Hc
75610156010478,74684869010478,2005,36.728448,-87.431032,21,6,47,60,223Eh
95285045010478,74773361010478,2006,36.901274,-88.903532,21,7,39,9,231He
75604458010478,74663981010478,2005,38.359176,-82.685405,21,2,19,15,221Eb
95304788010478,74643343010478,2006,37.976913,-82.644192,21,2,127,39,M221Ca
95304821010478,74696033010478,2006,38.071895,-82.745497,21,2,127,20,221Eb
75607161010478,74666269010478,2005,37.207107,-86.684493,21,6,31,45,223Dc
95288258010478,74776847010478,2006,36.764776,-85.030598,21,5,53,15,223Eb
95288384010478,74686010010478,2006,36.656788,-85.098403,21,5,53,1,223Eb
95305612010478,74602425010478,2006,37.208968,-83.468685,21,1,131,11,221Ha
95286333010478,74774840010478,2006,37.499209,-85.009759,21,5,45,1,223Bd
75611510010478,74721871010478,2005,37.104063,-83.545592,21,3,51,28,221Ha
74728723010478,NA,2001,37.107474,-85.178132,21,5,1,30,223Ea
74729123010478,NA,2001,36.811928,-86.186817,21,6,3,18,223Eh
