pltID,LAT,LON
3_13_211_19,33.587449,-83.485889
3_13_211_3,33.601294,-83.449234
3_13_211_32,33.588011,-83.48826
3_13_289_1,32.533354,-83.415061
3_13_319_26,32.823808,-82.992353
4_13_113_13,33.420861,-84.490798
4_13_221_46,33.867859,-83.219398
1_21_159_15,37.790407,-82.598241
1_21_95_18,36.758899,-83.409992
1_21_95_5,36.925761,-83.245319
3_21_13_34,36.60693,-83.792194
3_21_13_37,36.677318,-83.750239
3_21_147_43,36.604641,-84.415745
3_21_235_46,36.601227,-83.942009
4_21_151_46,37.838438,-84.35664
4_21_37_5,39.002589,-84.355219
5_21_169_44,36.914648,-85.546538
5_21_199_16,37.140224,-84.656139
5_21_57_4,36.746357,-85.443987
6_21_149_14,37.62864,-87.435399
6_21_171_1,36.674129,-85.844031
6_21_9_43,36.974091,-85.826247
1_22_25_49,31.845015,-91.657724
1_22_25_50,31.756823,-91.552613
1_22_83_52,32.412592,-91.75121
2_22_101_112,29.734725,-91.442637
2_22_1_56,30.19201,-92.416674
2_22_1_65,30.268462,-92.511781
2_22_45_113,29.97542,-91.451269
2_22_47_65,30.365955,-91.611475
2_22_55_23,30.138518,-91.963644
2_22_57_125,29.441983,-90.326103
2_22_5_30,30.188853,-90.656566
2_22_87_169,29.937866,-89.911949
2_22_93_16,30.057883,-90.708321
2_22_97_68,30.45018,-91.764888
2_22_99_76,30.275337,-91.913309
2_22_99_77,30.122601,-91.687096
2_22_99_81,29.836719,-91.365602
2_22_9_85,31.274501,-92.218478
2_22_9_96,31.055227,-92.012822
3_22_115_128,31.14274,-93.27909
3_22_11_119,30.409243,-93.565757
3_22_11_77,30.537696,-93.717178
3_22_11_83,30.747505,-93.078571
3_22_11_98,30.494242,-93.529575
3_22_39_54,30.756287,-92.516428
3_22_3_64,30.65496,-92.81991
3_22_3_69,30.539787,-92.71225
3_22_3_77,30.800701,-92.819402
3_22_3_81,30.579042,-92.971135
3_22_3_83,30.845875,-92.921333
3_22_3_88,30.582193,-93.118208
3_22_43_42,31.472591,-92.458659
4_22_103_122,30.337201,-89.647359
4_22_103_87,30.40066,-89.752913
4_22_105_64,30.589107,-90.555943
4_22_105_78,30.621814,-90.397185
4_22_117_54,30.847583,-90.19445
4_22_117_63,30.969431,-90.20243
4_22_117_64,30.669025,-89.993359
4_22_117_69,30.669747,-89.851609
4_22_33_33,30.680212,-91.130638
4_22_33_41,30.711149,-91.009996
4_22_33_46,30.710679,-90.957196
4_22_63_59,30.367161,-90.656232
4_22_63_60,30.495596,-90.85509
5_22_111_67,32.928687,-92.369286
5_22_111_69,32.72042,-92.268621
5_22_111_72,32.716667,-92.38057
5_22_111_91,32.816755,-92.366895
5_22_17_76,32.583902,-93.76446
5_22_61_51,32.599992,-92.598905
4_28_153_34,31.720692,-88.896762
4_28_45_43,30.256995,-89.622042
4_28_73_54,31.256785,-89.599186
5_28_113_16,31.134917,-90.48874
5_28_157_20,31.152128,-91.474677
5_28_157_29,31.109703,-91.06644
5_28_157_5,31.329373,-91.167041
5_28_63_24,31.692307,-91.162827
2_37_147_29,35.672242,-77.658162
3_37_145_24,36.373454,-78.991541
3_37_159_28,35.577905,-80.738933
3_37_197_26,36.185021,-80.729437
3_37_69_24,35.928232,-78.330637
3_37_69_7,36.180258,-78.357014
4_37_193_27,36.196458,-81.052146
4_37_193_6,36.051224,-81.109057
4_37_27_27,35.814592,-81.370661
1_45_13_13,32.662298,-80.816626
1_45_13_23,32.480601,-80.765768
1_45_13_62,32.589845,-80.689387
1_45_3_57,33.511138,-81.963456
2_45_15_12,32.926896,-79.942923
2_45_19_113,32.863627,-80.107272
3_45_1_77,34.302242,-82.412264
3_45_39_38,34.428684,-80.974958
3_45_45_88,35.016268,-82.431746
3_45_59_84,34.462438,-82.18824
3_45_71_97,34.206699,-81.366809
3_45_87_8,34.819296,-81.552712
2_47_135_38,35.609882,-87.82272
2_47_81_9,35.951242,-87.235135
3_47_111_11,36.436237,-86.006473
3_47_3_15,35.504049,-86.513851
4_47_133_9,36.240906,-85.306009
4_47_175_11,35.695297,-85.529407
4_47_185_10,35.92534,-85.450597
5_47_59_28,36.238307,-82.795974
5_47_63_4,36.191196,-83.339845
5_47_73_20,36.496909,-82.793756
5_47_9_22,35.788332,-84.079465
3_51_157_15,38.739943,-78.254383
4_51_15_75,37.90477,-78.986911
5_51_105_39,36.797416,-83.027623
1_48_199_72,30.418053,-94.69788
1_48_199_77,30.27789,-94.584467
1_48_201_197,30.101132,-95.484038
1_48_225_6,31.457196,-95.14599
1_48_241_108,30.270201,-94.056551
1_48_241_62,30.772239,-93.922559
1_48_241_93,30.282262,-93.925513
1_48_245_68,29.935149,-94.146455
1_48_245_84,30.156064,-94.196693
1_48_289_49,31.01441,-96.156078
1_48_291_115,30.164727,-94.901411
1_48_291_130,30.335395,-94.750898
1_48_291_137,30.150077,-95.055463
1_48_291_7,30.249443,-94.897063
1_48_291_80,30.22062,-94.917042
1_48_291_94,30.025938,-94.794218
1_48_339_50,30.232003,-95.196467
1_48_351_107,30.770439,-93.788095
1_48_351_111,30.457518,-93.708113
1_48_351_30,30.58613,-93.816669
1_48_351_53,30.352701,-93.874725
1_48_361_20,30.199054,-93.942241
1_48_361_34,30.102909,-93.938672
1_48_361_43,30.194218,-93.79129
1_48_403_19,31.28903,-93.916073
1_48_457_13,30.542337,-94.175841
1_48_457_47,30.655958,-94.102863
1_48_5_23,31.206102,-94.786215
1_48_5_78,31.08749,-94.41253
1_48_5_85,31.344376,-94.90708
2_48_347_110,31.465755,-94.697825
2_48_347_52,31.587988,-94.729589
2_48_419_17,31.849034,-94.106868
2_48_419_45,31.93584,-94.062972
3_48_89_83,29.398936,-96.499117
5_48_29_40,29.531205,-98.385323
2_17_163_20105,38.470218,-90.076782
2_18_173_20115,38.147323,-87.226247
3_20_155_20418,37.850356,-98.402192
2_24_25_550,39.659987,-76.237701
4_26_159_20027,42.335089,-85.836959
4_26_159_20125,42.184014,-86.062142
5_29_186_20025,38.071343,-90.214115
1_34_21_989,40.343653,-74.791813
1_34_41_100,40.958949,-74.886914
1_34_41_24585,40.990462,-74.988352
7_36_21_3512,42.007428,-73.616923
8_36_59_3833,40.825127,-73.664797
1_39_141_4924,39.274275,-83.307057
1_39_1_4099,39.048994,-83.399051
1_39_53_1209,38.591136,-82.304909
1_39_87_2564,38.575583,-82.476194
2_39_167_3268,39.47205,-81.222375
3_39_119_1815,39.823371,-82.051107
3_39_119_4648,39.876974,-81.868225
3_39_119_5194,40.149429,-81.874051
3_39_31_3736,40.391093,-81.955271
4_39_35_3313,41.399759,-81.436289
5_39_89_5454,39.973827,-82.293006
0_42_57_4249,39.819115,-78.053078
5_42_125_940,40.04703,-80.20419
5_42_129_322,40.44969,-79.35537
5_42_129_921,40.14611,-79.83945
6_42_81_620,41.2063,-77.01377
7_42_51_124,39.99748,-79.59287
9_42_17_1202,40.1581,-74.73479
9_42_1_483,39.95003,-77.10149
2_54_23_1344,39.162052,-79.176896
2_54_41_1591,39.100534,-80.391806
2_54_65_373,39.620577,-78.125834
2_54_7_1257,38.651289,-80.938453
2_54_7_161,38.648452,-80.612632
2_54_93_1099,39.156958,-79.711587
3_54_15_588,38.48284,-80.89662
3_54_39_1532,38.136125,-81.357856
3_54_39_2800,38.255234,-81.794022
3_54_45_1554,37.902561,-81.943435
3_54_59_1359,37.669576,-82.180773
3_54_59_1575,37.558499,-82.129337
3_54_59_37,37.834186,-82.298689
3_54_5_1639,37.926128,-81.583939
3_54_5_546,37.972284,-81.59458
4_54_103_711,39.598107,-80.806781
4_54_107_2443,39.133689,-81.532088
4_54_79_1371,38.527586,-81.980912
4_54_79_974,38.548444,-81.92931
4_54_87_1586,38.740973,-81.396593
4_54_87_1622,38.575993,-81.136993
1_1_3_225,30.537431,-87.655379
1_1_3_77,30.684295,-87.520289
1_1_53_82,31.074764,-87.102474
1_1_97_23,30.514286,-88.231232
2_1_91_77,32.506542,-87.900814
3_1_101_35,32.384267,-86.338046
3_1_101_36,32.474477,-86.2789
3_1_101_46,32.140725,-86.405341
3_1_101_53,32.437325,-86.175875
3_1_101_64,32.355951,-86.065473
3_1_17_48,32.990409,-85.536249
3_1_45_70,31.200239,-85.742786
3_1_61_47,31.11996,-85.606966
3_1_69_35,31.210896,-85.606884
3_1_85_57,32.07537,-86.423378
5_1_27_48,33.304781,-85.67584
5_1_73_51,33.793366,-86.874979
6_1_33_2,34.795248,-87.579134
6_1_77_60,34.903066,-87.333085
4_5_51_19,34.46346,-92.949459
5_5_143_2,36.191750999999996,-93.939918
5_5_15_12,36.404504,-93.451868
5_5_33_21,35.629261,-94.13279
5_5_47_25,35.648523,-93.965208
1_12_125_11,29.942392,-82.470414
2_12_13_70,30.555128,-84.982198
2_12_33_7,30.633699,-87.38649
2_12_45_9,29.877626,-85.234685
2_12_5_39,30.274442,-85.638873
3_12_101_32,28.22539,-82.672012
3_12_57_60,28.0315,-82.5899
1_13_107_44,32.483727,-82.244826
1_13_109_7,32.125388,-81.78536
1_13_25_8,31.248302,-81.948021
1_13_279_20,32.089731,-82.233099
1_13_29_19,31.884969,-81.278238
1_13_39_73,30.881769,-81.723325
1_13_51_99,32.189624,-81.189433
2_13_277_23,31.547044,-83.47954
2_13_315_21,32.031608,-83.454815
2_13_87_58,30.854068,-84.499747
3_13_141_41,33.101751,-83.022055
3_13_181_16,33.773193,-82.338679
3_13_235_7,32.387067,-83.518387
3_13_259_58,31.975501,-84.65799
3_13_293_25,32.875145,-84.155957
3_13_293_26,32.950758,-84.285985
3_13_319_16,32.734664,-83.225631
3_13_33_20,33.24102,-82.228855
4_13_11_21,34.481854,-83.520923
4_13_89_14,33.708237,-84.340882
1_21_119_24,37.291191,-82.837241
1_21_119_9,37.224003,-83.051024
1_21_131_39,37.145677,-83.237232
1_21_195_37,37.526226,-82.430178
1_21_195_79,37.293058,-82.535873
1_21_95_11,36.789227,-83.204206
2_21_115_6,37.776326,-82.863016
2_21_127_13,38.158762,-82.690013
2_21_135_16,38.612819,-83.395478
2_21_153_22,37.837874,-83.097562
2_21_89_79,38.693155,-83.030237
3_21_109_26,37.483027,-84.168452
3_21_13_35,36.752822,-83.560919
3_21_51_28,37.104063,-83.545592
4_21_11_31,38.152283,-83.753879
4_21_187_2,38.464546,-84.895437
4_21_187_37,38.638296,-84.948575
4_21_37_3,39.079321,-84.479049
6_21_107_11,37.309934,-87.71157
6_21_107_25,37.26106,-87.700475
6_21_31_45,37.207107,-86.684493
6_21_3_10,36.68612,-86.207624
6_21_3_18,36.811928,-86.186817
6_21_3_29,36.656983,-86.100933
6_21_3_52,36.655796,-86.248419
6_21_61_10,37.28313,-86.172093
7_21_75_2,36.5527,-89.205663
7_21_7_11,36.954286,-89.081252
2_22_101_62,29.836884,-91.56192
2_22_1_63,30.302894,-92.346214
2_22_1_67,30.279353,-92.619026
2_22_1_70,30.406817,-92.462271
2_22_1_76,30.231478,-92.498101
2_22_1_78,30.362552,-92.622485
2_22_47_15,30.187916,-91.355403
2_22_5_29,30.27677,-90.961034
2_22_5_3,30.273047,-90.863327
2_22_75_173,29.821031,-89.975809
2_22_75_175,29.694053,-89.979182
2_22_89_2,29.884804,-90.318113
2_22_89_25,29.915416,-90.301572
2_22_99_6,29.835438,-91.269302
2_22_9_65,31.052293,-91.85114
3_22_11_100,30.489471,-93.676191
3_22_11_116,30.623374,-93.065224
3_22_11_85,30.452453,-93.57232
3_22_11_89,30.534948,-93.276006
3_22_19_115,30.096701,-92.971296
3_22_19_119,30.272498,-93.310652
3_22_19_51,30.457001,-93.472579
3_22_19_89,30.31657,-93.71951
3_22_19_98,30.140473,-93.217386
3_22_39_39,30.84795,-92.520233
3_22_3_75,30.747049,-92.619576
3_22_59_37,31.749536,-92.016545
3_22_59_64,31.495087,-92.164714
3_22_59_70,31.582455,-92.117853
3_22_79_114,31.23919,-92.262638
3_22_79_118,31.407839,-92.475379
3_22_79_152,31.181898,-92.23594
3_22_79_96,30.969476,-92.571188
4_22_103_105,30.477121,-90.174962
4_22_103_117,30.314662,-89.801991
4_22_103_32,30.493665,-89.79584
4_22_105_63,30.750706,-90.491914
4_22_105_79,30.928083,-90.497447
4_22_37_45,30.88588,-91.053107
4_22_37_46,30.792751,-91.053778
4_22_63_49,30.401603,-90.913906
4_22_91_21,30.82924,-90.705934
5_22_111_64,32.808315,-92.527922
5_22_119_42,32.498177,-93.296417
5_22_13_72,32.538135,-92.887806
5_22_13_80,32.273871,-93.400529
5_22_21_43,31.97664,-92.168
3_28_23_8,32.108773,-88.890155
4_28_131_41,30.769199,-89.283366
4_28_147_26,31.283967,-90.260465
4_28_147_36,31.028961,-90.20732
4_28_35_45,31.328537,-89.266391
4_28_67_48,31.509704,-89.158923
4_28_91_26,31.125659,-89.802128
4_28_91_41,31.373826,-89.703305
4_28_91_5,31.079093,-89.7946
5_28_113_22,31.029976,-90.518848
5_28_113_26,31.092348,-90.475934
5_28_1_41,31.427877,-91.218942
5_28_1_57,31.429979,-91.21201
5_28_49_73,32.190168,-90.27468
5_28_5_42,31.178276,-90.870575
1_37_17_215,34.545036,-78.720978
1_37_93_2,34.884237,-79.241427
2_37_195_19,35.795187,-77.872441
2_37_83_89,36.39604,-77.549386
3_37_135_46,36.196953,-79.239529
3_37_149_24,35.281188,-82.164416
3_37_157_33,36.391338,-79.771937
3_37_157_56,36.344088,-80.009391
3_37_159_8,35.5214,-80.237297
3_37_161_45,35.583917,-81.708112
3_37_169_45,36.525623,-80.394151
3_37_33_41,36.454157,-79.442846
3_37_3_22,36.022047,-81.230641
4_37_111_20,35.847396,-82.054287
4_37_121_24,35.933857,-82.059086
1_40_127_165,34.241983,-95.657283
1_45_29_96,32.742008,-80.474516
2_45_31_90,34.357803,-80.046574
2_45_33_44,34.48016,-79.387137
2_45_61_15,34.152186,-80.467829
3_45_37_27,33.770227,-81.808068
3_45_37_40,33.723424,-82.016323
3_45_71_36,34.335925,-81.549037
3_45_7_26,34.579868,-82.742293
3_45_81_42,34.11043,-81.866362
2_47_81_42,35.907979,-87.452735
3_47_103_22,35.301035,-86.606124
3_47_111_15,36.57074,-85.953913
3_47_147_24,36.617093,-87.027259
3_47_149_15,35.988547,-86.465339
3_47_165_17,36.355264,-86.644167
3_47_165_29,36.484618,-86.597131
3_47_169_5,36.354929,-86.218535
3_47_187_27,35.810499,-86.992339
3_47_189_13,36.001393,-86.171785
3_47_27_7,36.539672,-85.630184
3_47_41_6,35.994902,-85.693057
3_47_41_7,35.912506,-85.744884
3_47_41_9,35.990375,-85.847214
3_47_55_22,35.435836,-87.149008
3_47_87_10,36.301361,-85.733413
3_47_87_13,36.359608,-85.662608
3_47_87_17,36.435344,-85.739891
3_47_87_7,36.301191,-85.572517
3_47_87_9,36.387719,-85.674796
4_47_129_12,36.200421,-84.554649
4_47_153_5,35.393291,-85.321207
4_47_185_14,35.85045,-85.614417
4_47_49_22,36.414918,-85.092125
5_47_143_23,35.688429,-84.944776
5_47_173_4,36.320044,-83.700556
1_51_133_5,37.802987,-76.389738
1_51_99_30,38.28473,-77.144969
2_51_143_83,36.841399,-79.2464
2_51_147_10,37.282758,-78.652875
2_51_19_32,37.17237,-79.501067
2_51_29_13,37.49302,-78.394063
2_51_29_79,37.635721,-78.519373
2_51_31_22,37.219759,-79.112878
2_51_37_36,37.072276,-78.536938
2_51_49_16,37.65172,-78.128147
2_51_67_12,36.953775,-80.104253
2_51_67_68,37.016094,-79.752796
2_51_89_26,36.714677,-80.069056
2_51_89_30,36.599748,-79.983614
2_51_89_61,36.563444,-79.982399
3_51_107_83,39.084375,-77.701658
3_51_113_14,38.245837,-78.204844
3_51_113_20,38.572016,-78.335614
3_51_113_60,38.50857,-78.357737
3_51_125_80,37.761817,-78.905966
3_51_157_49,38.657029,-78.2721
3_51_3_33,38.066771,-78.758459
3_51_61_28,38.936641,-77.926368
3_51_61_29,38.872962,-78.006423
3_51_61_59,38.820801,-78.021621
3_51_65_10,37.716514,-78.256957
3_51_9_21,37.756715,-79.09777
3_51_9_34,37.706291,-79.231752
3_51_9_62,37.549005,-79.351994
4_51_15_40,38.07699,-78.940274
4_51_163_16,37.714537,-79.585398
4_51_163_43,37.631853,-79.604977
4_51_165_40,38.472926,-79.084956
4_51_171_8,38.973216,-78.456677
4_51_187_7,38.881772,-78.171119
4_51_23_14,37.640467,-79.941272
4_51_23_44,37.565838,-79.791176
4_51_23_79,37.637452,-79.776852
4_51_23_81,37.562244,-79.65315
4_51_69_9,39.26992,-78.28095
5_51_105_1,36.633961,-83.572587
5_51_105_47,36.69688,-83.079981
5_51_155_31,37.052779,-80.684671
5_51_169_86,36.707665,-82.616624
5_51_27_18,37.316026,-82.205521
5_51_27_30,37.304056,-82.147975
5_51_51_23,37.001971,-82.30759
1_48_185_92,30.303165,-95.859815
1_48_199_18,30.46539,-94.13426
1_48_199_31,30.371569,-94.440441
1_48_199_60,30.145588,-94.484106
1_48_199_7,30.233195,-94.338057
1_48_199_76,30.150156,-94.331797
1_48_201_106,29.898323,-95.503366
1_48_201_13,30.027322,-95.198212
1_48_201_183,30.118159,-95.603412
1_48_201_199,29.606437,-95.297892
1_48_241_37,30.534877,-93.968165
1_48_241_52,30.917975,-93.890004
1_48_241_56,30.812439,-94.077945
1_48_241_68,30.940705,-94.080378
1_48_241_90,30.787563,-93.891915
1_48_289_35,31.318714,-96.155936
1_48_291_142,30.352609,-94.733055
1_48_291_41,30.345125,-94.989644
1_48_291_71,29.937678,-94.54186
1_48_291_96,30.160391,-94.750324
1_48_339_137,30.551418,-95.729498
1_48_339_18,30.368987,-95.393735
1_48_339_25,30.321162,-95.803052
1_48_339_6,30.27771,-95.707719
1_48_339_68,30.236975,-95.142884
1_48_351_22,30.286817,-93.767483
1_48_351_33,30.416803,-93.857835
1_48_351_36,30.879539,-93.73613
1_48_361_17,30.194379,-94.078208
1_48_361_31,30.156133,-93.887891
1_48_361_49,30.06327,-93.938235
1_48_373_21,30.720484,-94.789779
1_48_403_34,31.383474,-93.914989
1_48_471_80,30.766235000000002,-95.397821
1_48_473_51,29.877314,-96.081103
1_48_5_19,31.245133,-94.778809
1_48_5_25,31.375312,-94.797677
1_48_5_32,31.331392,-94.630098
1_48_5_6,31.113539,-94.688883
1_48_71_29,29.741709,-94.841284
2_48_203_38,32.724217,-94.12377
2_48_347_51,31.674987,-94.515383
2_48_401_93,32.247926,-94.9123
2_48_419_82,31.852722,-94.358656
2_48_73_16,31.676796,-95.232281
4_48_39_104,29.387631,-95.251105
4_48_39_140,29.091734,-95.746778
4_48_39_53,28.960171,-95.63122
4_48_481_89,29.404419999999998,-96.296179
1_17_181_20023,37.54222,-89.104944
3_18_29_20001,39.236944,-84.928175
2_19_153_20011,41.603065,-93.676675
2_24_21_1251,39.534354,-77.464192
2_24_25_66,39.57207,-76.432209
5_24_1_1277,39.654131,-78.554666
1_34_39_12059,40.710921,-74.335598
8_36_119_1238,41.337423,-73.823037
1_39_131_1398,38.99455,-83.067212
1_39_131_3049,39.065557,-83.200178
1_39_141_3780,39.365116,-83.24298
1_39_145_3813,38.931776,-83.076728
1_39_145_5581,38.686831,-83.204272
1_39_25_1638,39.169129,-84.294175
1_39_53_3317,38.844707,-82.166296
1_39_87_3617,38.51705,-82.623141
1_39_87_5476,38.440107,-82.514117
2_39_105_3224,39.004394,-82.071477
2_39_115_1774,39.584715,-81.800748
2_39_167_3819,39.432901,-81.189539
3_39_119_3415,39.833356,-81.992058
3_39_121_3941,39.753923,-81.580572
3_39_13_3787,40.131506,-81.040358
3_39_31_1433,40.297456,-81.96425
3_39_31_3661,40.296953,-81.810688
3_39_31_5340,40.311803,-81.632572
4_39_153_4307,40.913731,-81.47532
0_42_43_1169,40.39713,-76.6666
0_42_43_554,40.34338,-76.82674
0_42_61_1672,40.57661,-78.05904
0_42_61_415,40.66043,-78.19648
0_42_67_533,40.46019,-77.45297
5_42_125_1046,40.24061,-79.97639
5_42_125_1916,40.06471,-80.04432
5_42_129_33,40.59669,-79.70783
7_42_9_514,39.91707,-78.60508
9_42_101_410,39.89819,-75.21074
9_42_11_577,40.56663,-75.89109
9_42_1_1343,39.98335,-77.20467
9_42_91_77,40.08709,-75.29187
2_54_1_1651,39.094194,-80.065585
2_54_31_2313,39.14011,-78.681039
2_54_3_2456,39.421943,-78.188049
3_54_109_1065,37.655628,-81.746295
3_54_45_2341,37.790202,-81.642892
3_54_45_402,37.852942,-81.927898
3_54_45_41,37.946049,-82.072072
3_54_47_1052,37.300553,-81.677934
3_54_47_1295,37.447206,-81.898719
3_54_59_2252,37.779551,-82.13143
3_54_59_2259,37.667533,-82.0556
3_54_59_738,37.622695,-81.850334
3_54_5_1055,38.095607,-81.837427
3_54_5_2153,38.167056,-81.63077
4_54_61_1126,39.505018,-79.959642
4_54_73_947,39.386433,-81.043723
4_54_85_11,39.230549,-81.113064
4_54_99_56,38.157706,-82.372374
1_1_3_199,30.64539,-87.898622
1_1_53_20,31.02805,-87.225748
1_1_53_59,31.118581,-87.487108
1_1_97_29,30.58529,-88.20035
1_1_97_77,30.546247,-88.102737
2_1_119_62,32.342334,-88.264039
2_1_131_36,31.860136,-87.489184
2_1_35_48,31.49821,-86.782598
3_1_101_74,32.393334,-86.427993
3_1_13_83,31.827504,-86.656885
3_1_17_16,32.869294,-85.575634
3_1_21_18,32.730593,-86.900971
3_1_31_18,31.222506,-86.118136
3_1_31_45,31.221114,-86.013815
3_1_69_36,31.163554,-85.163264
3_1_85_74,32.033171,-86.419115
4_1_107_33,33.119564,-87.973339
4_1_63_50,32.559251,-87.871349
5_1_121_66,33.109827,-86.316336
6_1_49_1,34.403677,-85.865518
6_1_71_64,34.883027,-85.701238
6_1_71_75,34.798148,-86.172025
6_1_89_85,34.751836,-86.483944
3_5_139_5,33.327805,-92.653643
3_5_19_51,33.843696,-93.241487
3_5_27_12,33.022568,-93.476792
3_5_3_51,33.184511,-91.948025
5_5_7_50,36.158896,-94.524927
5_5_9_20,36.351098,-93.034463
1_12_47_1,30.519225,-83.110535
1_12_79_16,30.539139,-83.387611
2_12_133_39,30.699417,-85.497265
2_12_33_48,30.995328,-87.41723
2_12_45_84,30.042786,-85.284186
2_12_59_30,30.886338,-85.766266
2_12_63_108,30.811804,-85.461418
2_12_63_59,30.685472,-84.922437
1_13_229_16,31.23678,-82.274457
1_13_229_2,31.394121,-82.367179
1_13_25_41,31.228138,-82.140599
1_13_305_3,31.478415,-82.042806
1_13_39_33,30.999928,-81.645981
1_13_43_15,32.395397,-82.097875
1_13_51_2,32.004851,-81.099491
2_13_315_9,32.023047,-83.603798
2_13_321_71,31.522697,-83.704275
2_13_93_2,32.104488,-83.720327
3_13_163_20,33.188381,-82.394543
3_13_235_28,32.318382,-83.450757
3_13_261_53,32.149177,-84.102282
3_13_303_62,33.024735,-83.065874
3_13_319_8,32.903453,-83.053173
4_13_105_34,34.055904,-82.74516
4_13_45_23,33.647903,-85.201688
1_21_131_43,36.891706,-83.432638
1_21_133_26,37.112751,-82.971357
1_21_95_10,36.896591,-83.125355
1_21_95_34,36.939474,-82.973724
1_21_95_43,36.791179,-83.362298
2_21_135_101,38.527287,-83.512385
2_21_19_15,38.359176,-82.685405
5_21_169_16,37.008493,-85.612893
5_21_207_17,37.047155,-84.934191
5_21_231_49,36.655346,-84.947352
5_21_45_1,37.499209,-85.009759
6_21_107_84,37.232292,-87.531733
6_21_177_48,37.211918,-87.316745
6_21_9_52,36.97761,-85.98246
7_21_221_52,36.672931,-87.877032
1_22_25_27,31.925862,-91.857912
1_22_67_16,32.763271,-92.01292
1_22_67_49,32.864619,-91.833602
2_22_101_55,29.744368,-91.713839
2_22_113_46,30.112108,-92.168632
2_22_1_16,30.280235,-92.563616
2_22_1_2,30.071578,-92.45925
2_22_1_75,30.472906,-92.505184
2_22_23_23,30.003001,-93.356843
2_22_47_11,30.101094,-91.307344
2_22_47_36,30.144982,-91.462692
2_22_47_9,30.181507,-91.305476
2_22_55_18,30.35572,-91.970335
2_22_97_3,30.320673,-92.120295
2_22_99_27,30.116523,-91.881116
2_22_9_35,30.887251,-92.119214
3_22_115_61,30.885429,-92.91983
3_22_11_25,30.713836,-93.275083
3_22_11_68,30.623822,-93.419814
3_22_11_73,30.755251,-93.526249000000007
3_22_19_11,30.186746,-93.122199
3_22_19_18,30.143726,-93.263049
3_22_19_19,30.148871,-92.919375
3_22_19_24,30.235834,-93.222002
3_22_19_3,30.187022,-93.312202
3_22_19_38,30.228417,-93.266854
3_22_19_61,30.144844,-93.419281
3_22_39_21,30.872437,-92.387395
3_22_39_29,30.749417,-92.572319
3_22_39_38,30.803936,-92.415155
3_22_3_27,30.533101,-92.619145
3_22_53_39,30.104833,-92.870906
3_22_59_12,31.578547,-92.061961
3_22_59_20,31.601529,-92.248413
3_22_69_28,31.359215,-92.972021
3_22_69_40,31.406719,-92.880776
3_22_79_12,31.319797,-92.674459
3_22_79_19,31.364659,-92.11351
3_22_79_42,30.926791,-92.67459
3_22_79_75,31.142435,-92.768611
3_22_85_57,31.844652,-93.549782
4_22_103_24,30.618865,-90.205091
4_22_105_42,30.646221,-90.410013
4_22_105_44,30.541004,-90.353043
4_22_105_49,30.407919,-90.258839
4_22_105_53,30.618404,-90.554511
4_22_105_8,30.646758,-90.404561
4_22_117_45,30.980699,-89.942633
4_22_33_1,30.406921,-91.108061
4_22_33_14,30.66269,-90.906053
4_22_37_27,30.840376,-90.859557
4_22_63_27,30.359971,-90.553496
4_22_63_41,30.447263,-90.958239
4_22_63_45,30.444726,-90.727302
4_22_63_8,30.578376,-90.913094
5_22_111_9,32.671126,-92.163609
5_22_127_51,32.05668,-92.371716
5_22_17_22,32.276798,-93.911334
5_22_27_22,32.610686,-93.060372
1_28_149_65,32.390391,-90.803974
2_28_105_14,33.489683,-88.699164
2_28_115_38,34.104381,-88.938485
2_28_13_7,33.867718000000004,-89.316341
3_28_121_51,32.36166,-90.030772
3_28_123_4,32.233653,-89.497126
3_28_69_59,32.9266,-88.64755
4_28_109_27,30.727042,-89.683605
4_28_109_38,30.772097,-89.580363
4_28_111_52,31.418656,-89.086315
4_28_153_53,31.800376,-88.693273
4_28_35_42,31.340096,-89.252478
4_28_39_34,30.990777,-88.64698
4_28_41_34,31.271913,-88.712383
4_28_45_37,30.387282,-89.431219
4_28_65_27,31.543182,-89.867464
4_28_67_14,31.715257,-89.157921
4_28_67_2,31.587677,-89.060084
4_28_67_58,31.502249,-89.0649
4_28_77_28,31.504684,-90.199265
4_28_77_31,31.546162,-90.052453
4_28_91_1,31.182326,-89.76659
5_28_157_56,31.154671,-91.513696
5_28_21_48,32.003948,-90.810492
5_28_29_1,31.811926,-90.251064
5_28_29_33,31.942109,-90.201239
5_28_49_11,32.399706,-90.329413
5_28_5_56,31.09043,-90.721512
1_37_107_50,35.305441,-77.51491
1_37_191_15,35.447818,-78.024991
1_37_191_53,35.236887,-78.060402
1_37_19_74,33.940245,-78.614106
1_37_85_57,35.321724,-78.544909
3_37_159_42,35.614601,-80.602683
3_37_169_1,36.470505,-80.200785
3_37_197_16,36.200367,-80.700917
3_37_33_7,36.383114,-79.300577
3_37_35_24,35.650495,-81.091702
3_37_45_19,35.253926,-81.652823
3_37_63_27,36.235459,-78.830016
3_37_97_105,35.53855,-80.824602
4_37_111_1,35.629973,-82.030696
4_37_193_25,36.069574,-81.088028
4_37_193_33,36.381654,-80.95584
4_37_193_51,36.060797,-81.325372
4_37_87_6,35.444757,-82.899738
4_37_89_10,35.26268,-82.420364
2_40_21_128,35.940959,-94.819618
2_40_21_149,36.11179,-95.03038
1_45_29_21,32.685852,-80.462029
1_45_29_63,32.720243,-80.598157
1_45_29_70,32.920188,-80.794665
1_45_29_91,32.928974,-80.857002
