SITE,FD,SU,GSL,R10MM,R20MM,RX5DAY,SDII,DROUGHTLEN
3_47_111_37,78.80645161290323,146.70967741935485,306.96774193548384,57.645161290322584,24.225806451612904,135.54032258064518,14.948338989545721,26.29032258064516
3_47_15_32,86.2258064516129,145.80645161290323,310.06451612903226,56.935483870967744,23.419354838709676,140.0506451612903,13.205081799285804,21.806451612903224
3_47_41_29,81.12903225806451,153.1290322580645,314.96774193548384,52.096774193548384,21.967741935483872,133.86774193548388,12.637330793949234,23.64516129032258
3_47_55_71,69.3225806451613,157.67741935483872,326.06451612903226,57.96774193548387,24.387096774193548,139.74516129032259,13.865015404034086,23.774193548387096
3_47_87_1,80.74193548387096,151.4516129032258,312.2903225806452,55.645161290322584,24.419354838709676,133.60419354838712,14.362657941598618,25.580645161290324
4_47_141_47,82.54838709677419,148.32258064516128,312.51612903225805,53.32258064516129,23.516129032258064,140.94677419354835,13.161038818605103,25.225806451612904
4_47_177_1,78.35483870967742,150.09677419354838,317.64516129032256,55.516129032258064,21.93548387096774,144.29806451612902,12.422409376301529,26.677419354838708
4_47_177_36,73.90322580645162,152,320.8709677419355,55.225806451612904,20.806451612903224,136.17258064516125,11.712063423120089,24.483870967741936
4_47_185_16,85.74193548387096,131.61290322580646,305.06451612903226,57.25806451612903,24.419354838709676,141.96,12.106661036421919,22.806451612903224
5_47_29_73,85.06451612903226,146.51612903225808,318.35483870967744,46.806451612903224,13.580645161290322,93.36870967741933,9.717365550369966,25
5_47_59_80,90.93548387096774,132.32258064516128,311.16129032258067,54.38709677419355,14.129032258064516,101.3083870967742,10.530152190717358,22.838709677419356
1_48_199_6,15.67741935483871,217.41935483870967,363.2258064516129,50,25.483870967741936,205.53483870967742,16.905775553710072,31
1_48_199_71,17.806451612903224,216.4516129032258,362.7741935483871,50.354838709677416,24.93548387096774,196.10806451612902,16.595132532158427,30.451612903225808
1_48_199_96,12.838709677419354,218.06451612903226,363.61290322580646,49.67741935483871,25.387096774193548,210.40903225806449,16.6996046695205,29.258064516129032
1_48_201_151,7.129032258064516,221.41935483870967,363.4193548387097,46,22.870967741935484,213.9409677419355,16.276793395911707,32.38709677419355
1_48_201_157,6.967741935483871,219.70967741935485,363.4193548387097,46.096774193548384,23.580645161290324,220.86290322580646,16.499088140474775,31.548387096774192
1_48_201_186,7.096774193548387,231.4516129032258,363.48387096774195,44.064516129032256,21.580645161290324,205.00193548387097,16.321552430246506,33.74193548387097
1_48_201_25,4.612903225806452,217.83870967741936,363.741935483871,47.16129032258065,24.29032258064516,220.12838709677422,16.739360623652004,33
1_48_201_88,7.870967741935484,225.48387096774192,363.2258064516129,42.225806451612904,20.741935483870968,198.96193548387095,15.532076604422858,35.25806451612903
1_48_201_97,9.096774193548388,228.41935483870967,363.2258064516129,42.096774193548384,21.161290322580644,187.6725806451613,16.323735524789594,34.16129032258065
1_48_241_100,17.225806451612904,214.19354838709677,362.51612903225805,50.25806451612903,26.612903225806452,195.8706451612903,17.983523348728987,30.580645161290324
1_48_241_30,12.612903225806452,216.4516129032258,363.38709677419354,50.193548387096776,25.387096774193548,206.91290322580642,16.83350865575772,29.838709677419356
1_48_241_32,13.548387096774194,215.90322580645162,362.96774193548384,50.193548387096776,25.387096774193548,201.78870967741935,17.245976242346142,30.93548387096774
1_48_241_33,17.032258064516128,215.1290322580645,362.51612903225805,51.83870967741935,25.774193548387096,197.32032258064518,17.436359110063957,30.29032258064516
1_48_241_61,17.903225806451612,213.74193548387098,362.35483870967744,49.70967741935484,26.870967741935484,192.2664516129032,18.261980747883772,31.29032258064516
1_48_241_89,14.709677419354838,217.4516129032258,363.2258064516129,50.87096774193548,26,206.66451612903225,16.98137469452791,29.93548387096774
1_48_241_99,13.741935483870968,216.32258064516128,362.96774193548384,50.58064516129032,25.93548387096774,205.96903225806452,17.095677320638313,30.161290322580644
1_48_245_1,5.709677419354839,213.16129032258064,363.48387096774195,50.516129032258064,26.806451612903224,236.06709677419354,18.13894688653671,30.483870967741936
1_48_245_73,9.935483870967742,217.16129032258064,363.64516129032256,49.806451612903224,24.258064516129032,222.25225806451616,16.24911745123809,28.838709677419356
1_48_245_74,7.483870967741935,214.41935483870967,363.7096774193548,51.32258064516129,25.35483870967742,226.43645161290328,16.893072547556976,28.967741935483872
1_48_245_87,8.129032258064516,215.7741935483871,363.4516129032258,50.87096774193548,25,228.16032258064516,16.487020297884737,28.677419354838708
1_48_289_89,24.903225806451612,215.74193548387098,360.48387096774195,40.096774193548384,20.032258064516128,137.95,15.913090653299685,39.516129032258064
1_48_291_101,6.419354838709677,218.09677419354838,363.7096774193548,47.25806451612903,23.870967741935484,222.71258064516132,16.681908282611587,33.58064516129032
1_48_291_106,9.741935483870968,220.74193548387098,363.4193548387097,46.67741935483871,22.903225806451612,228.76483870967743,17.046262202869364,30.322580645161292
1_48_291_111,10.64516129032258,220.93548387096774,363.4193548387097,46.806451612903224,22.903225806451612,225.7661290322581,17.031934853286103,29.93548387096774
1_48_291_120,7.032258064516129,215.4516129032258,363.7096774193548,46.83870967741935,23.903225806451612,223.60741935483873,16.612312890568194,33.45161290322581
1_48_291_69,9.903225806451612,217.1290322580645,363.64516129032256,49.903225806451616,23.129032258064516,225.7193548387097,16.466179483835997,29.548387096774192
1_48_291_74,14.161290322580646,219.09677419354838,363.19354838709677,44.29032258064516,22.258064516129032,210.1783870967742,16.293947882597656,31.29032258064516
1_48_313_1,23.93548387096774,217.25806451612902,360.61290322580646,38.25806451612903,18.483870967741936,141.34741935483873,15.19858740680231,46.645161290322584
1_48_351_5,19.64516129032258,212.32258064516128,362.2903225806452,48.83870967741935,25.967741935483872,180.88677419354838,18.065332252665293,30.387096774193548
1_48_361_1,8.161290322580646,215.3548387096774,363.38709677419354,54.225806451612904,25.516129032258064,227.9809677419355,17.108857723938527,27.93548387096774
1_48_361_25,11.806451612903226,216.61290322580646,363.61290322580646,50.67741935483871,25.06451612903226,209.64225806451614,16.642506590044825,28.741935483870968
1_48_361_41,10.096774193548388,216.41935483870967,363.61290322580646,52.903225806451616,25.548387096774192,223.57129032258064,16.717142045286952,27.806451612903224
1_48_361_8,10.774193548387096,216.7741935483871,363.61290322580646,51.87096774193548,25.225806451612904,218.72516129032257,16.627793491755067,27.548387096774192
1_48_407_69,17,218.6451612903226,362.1290322580645,42.96774193548387,21.387096774193548,188.54548387096776,15.649446240936111,33.41935483870968
1_48_457_70,21.548387096774192,213.96774193548387,362,45.03225806451613,22.838709677419356,179.23451612903224,15.750960861324122,30.838709677419356
1_48_457_90,18.741935483870968,215.67741935483872,362.3225806451613,50.193548387096776,25.29032258064516,193.73322580645163,16.424829135947824,29.806451612903224
1_48_473_15,12.741935483870968,223.58064516129033,361.741935483871,41.87096774193548,20.548387096774192,182.12677419354839,16.688415629300522,35.935483870967744
1_48_5_10,24.870967741935484,210.83870967741936,360.4516129032258,45.61290322580645,23,163.55967741935487,15.596557802428691,29.967741935483872
1_48_5_5,23.580645161290324,215.70967741935485,360.48387096774195,44.516129032258064,21.451612903225808,158.7590322580645,15.192124915523586,32.61290322580645
1_48_71_21,6.064516129032258,215.29032258064515,363.7096774193548,46.16129032258065,24.225806451612904,222.67290322580644,16.773900464905438,33.774193548387096
1_48_71_23,4.774193548387097,217.29032258064515,363.741935483871,46.87096774193548,24.580645161290324,216.0832258064516,16.47301145936446,32.774193548387096
1_48_71_68,5.290322580645161,217.74193548387098,363.741935483871,46.45161290322581,24.612903225806452,216.08387096774192,16.550622472773835,32.774193548387096
1_48_71_7,4.354838709677419,215.8709677419355,363.7741935483871,46.03225806451613,24.483870967741936,221.72806451612902,16.8083710701709,33.32258064516129
2_48_315_26,35.935483870967744,194.70967741935485,352.96774193548384,44.516129032258064,23.580645161290324,148.20612903225805,16.7533294993891,33
2_48_347_13,27.967741935483872,207.3548387096774,359.5483870967742,45.54838709677419,23.096774193548388,159.12387096774194,15.34377744389518,31.70967741935484
2_48_347_7,29.29032258064516,202.5483870967742,357.741935483871,43.193548387096776,22,148.08483870967743,14.71309276727593,32.96774193548387
2_48_365_39,30.967741935483872,202.1290322580645,356.2903225806452,46.483870967741936,23.967741935483872,152.9264516129032,15.67618534660339,34.645161290322584
2_48_365_45,30.258064516129032,199.67741935483872,355.7741935483871,43.58064516129032,23.193548387096776,146.9048387096774,15.812748797855567,34.064516129032256
2_48_365_85,30.741935483870968,201.03225806451613,356.35483870967744,44.516129032258064,22.580645161290324,144.5493548387097,15.672592387130903,34.483870967741936
2_48_419_27,30.870967741935484,202.38709677419354,359.4193548387097,47.774193548387096,24,163.27451612903226,15.808271260475314,32.193548387096776
2_48_73_21,26.580645161290324,201.38709677419354,357.4193548387097,42.16129032258065,20.967741935483872,140.3303225806452,15.29853060593454,33.83870967741935
2_48_73_56,25.903225806451612,203.2258064516129,357.7096774193548,41.32258064516129,20.967741935483872,133.5351612903226,15.649074814167959,37.225806451612904
3_48_231_2,41.096774193548384,184.83870967741936,346.6774193548387,40.83870967741935,19.967741935483872,145.45000000000002,16.486179325153223,39.29032258064516
3_48_285_14,9,236.61290322580646,363.2903225806452,36.225806451612904,17.806451612903224,163.65516129032258,15.111324851025516,41.516129032258064
4_48_167_12,2.903225806451613,213.03225806451613,363.80645161290323,44.25806451612903,22.612903225806452,217.02612903225807,16.07652622826546,38.225806451612904
4_48_321_13,4.258064516129032,225.74193548387098,363.64516129032256,42.54838709677419,22.225806451612904,177.14225806451614,16.34542157642318,45.774193548387096
4_48_39_99,3.3870967741935485,224.5483870967742,363.64516129032256,40.70967741935484,23.516129032258064,180.32870967741937,17.94129011229457,45.83870967741935
1_9_1_154,97,94.7741935483871,267.96774193548384,42.41935483870968,16.096774193548388,105.48516129032258,10.907046173700468,25.677419354838708
1_18_101_20074,101.29032258064517,134.41935483870967,269.6774193548387,45.54838709677419,19.06451612903226,117.84516129032261,11.68884273644339,29.193548387096776
2_18_19_20086,90,137.09677419354838,283.7741935483871,48.29032258064516,19.225806451612904,128.57258064516128,11.950111260765498,26.29032258064516
2_18_37_20028,99.83870967741936,135.25806451612902,271.83870967741933,47.45161290322581,20.06451612903226,127.90451612903226,12.251322487518893,25.516129032258064
3_18_47_20062,112.93548387096774,118.2258064516129,259.9032258064516,45.03225806451613,15.483870967741936,102.75548387096775,10.338937173679522,28.451612903225808
4_18_91_20058,120.90322580645162,93.09677419354838,238.38709677419354,36.29032258064516,12.03225806451613,110.8716129032258,8.913656625708064,29.516129032258064
2_24_21_310,105.51612903225806,110.03225806451613,263.03225806451616,42.29032258064516,15.67741935483871,107.02548387096773,10.490215312099089,26.35483870967742
2_24_31_1403,95.2258064516129,123.54838709677419,282.4516129032258,43.25806451612903,14.96774193548387,113.04322580645162,10.656440654240907,30.548387096774192
2_24_43_1715,102.93548387096774,124.2258064516129,271.1290322580645,37.064516129032256,12.96774193548387,98.01516129032257,9.692059276924462,30.612903225806452
8_36_71_1361,129.74193548387098,92.83870967741936,239.8709677419355,43.38709677419355,16.06451612903226,112.50064516129032,10.812366133486599,23.806451612903224
1_39_131_1634,114.25806451612904,120.51612903225806,268.2258064516129,43.38709677419355,14.03225806451613,93.4767741935484,9.95952928452622,22.580645161290324
1_39_131_4042,116.48387096774194,111.80645161290323,258.8709677419355,47.83870967741935,14.64516129032258,97.50709677419354,10.435588233037276,21.032258064516128
1_39_79_1895,113.83870967741936,124.7741935483871,273.83870967741933,41.774193548387096,12.64516129032258,95.32000000000002,9.507148657250585,23.451612903225808
1_39_79_3519,115,120.06451612903226,270.96774193548384,43.45161290322581,14.064516129032258,94.59548387096775,9.788675341312358,22.870967741935484
1_39_87_1922,106.96774193548387,135.1290322580645,284.48387096774195,42.61290322580645,14.096774193548388,97.51774193548385,9.342175127503236,25.225806451612904
2_39_115_3461,116.80645161290323,112.06451612903226,260.258064516129,40.87096774193548,10.612903225806452,88.9641935483871,8.846647719474348,25.35483870967742
2_39_127_5836,121.19354838709677,110.90322580645162,259.258064516129,40.74193548387097,12.129032258064516,92.5625806451613,9.344226715998767,23.451612903225808
2_39_167_3299,115.2258064516129,117.96774193548387,270.96774193548384,42.87096774193548,12.96774193548387,89.22677419354841,8.999956743774822,23.322580645161292
2_39_167_4187,116,119.38709677419355,271.16129032258067,42.58064516129032,13.064516129032258,90.12516129032257,8.932602955987589,23.93548387096774
2_39_9_2650,115.09677419354838,124.6774193548387,271.0967741935484,40.74193548387097,13.064516129032258,85.93870967741934,9.026822264379593,26
3_39_111_4605,123.87096774193549,107.83870967741936,257.06451612903226,48.354838709677416,14.03225806451613,92.5258064516129,9.70018291617844,21.903225806451612
3_39_119_1553,120.7741935483871,107.03225806451613,254.29032258064515,39.483870967741936,11.580645161290322,87.26709677419353,8.943754380763322,25.35483870967742
3_39_119_1793,117.93548387096774,107.54838709677419,255.4516129032258,39.61290322580645,11.193548387096774,85.42645161290322,8.730997404214877,26.032258064516128
3_39_67_3590,118.90322580645162,103.74193548387096,256.4516129032258,41,10.03225806451613,82.95129032258065,8.285179183598816,23.93548387096774
3_39_67_4744,119.87096774193549,102.54838709677419,252.16129032258064,41.32258064516129,10.774193548387096,82.89580645161291,8.430651209701649,24.677419354838708
0_42_55_4874,109.41935483870968,113.48387096774194,263.1290322580645,38.806451612903224,13.774193548387096,106.39645161290323,10.412261052643736,29.032258064516128
0_42_99_5240,123.2258064516129,89.41935483870968,245.61290322580646,47,15.483870967741936,105.77548387096775,10.951959141412217,23.483870967741936
5_42_129_4986,121.96774193548387,107.64516129032258,256.38709677419354,38.67741935483871,11.193548387096774,85.04677419354837,7.987889864639961,22.29032258064516
7_42_51_4968,120.09677419354838,105.19354838709677,259.6774193548387,41.225806451612904,12.806451612903226,84.5474193548387,8.17480376396816,23.35483870967742
8_42_103_3713,137.83870967741936,95,236.29032258064515,42.096774193548384,15.903225806451612,113.03419354838711,10.379230665895605,26.774193548387096
8_42_93_5112,127.51612903225806,99.80645161290323,245.3548387096774,41.67741935483871,13.96774193548387,105.21419354838712,9.850056163842153,25.35483870967742
9_42_11_5441,109.06451612903226,112.2258064516129,258.35483870967744,40.74193548387097,17.451612903225808,109.2551612903226,11.161086628414175,25.06451612903226
9_42_133_4260,119.2258064516129,100.12903225806451,249.96774193548387,46.645161290322584,17.193548387096776,113.21290322580647,10.955457113200065,24.129032258064516
9_42_133_4555,114.09677419354838,103.09677419354838,255.58064516129033,45.225806451612904,16.225806451612904,108.43483870967744,10.627141827186575,24.35483870967742
2_54_37_213,103.61290322580645,123.83870967741936,276.7096774193548,38.25806451612903,12.935483870967742,99.95225806451613,9.778468673723589,30.225806451612904
2_54_57_1243,125.93548387096774,111.87096774193549,257.258064516129,36,11.129032258064516,91.25774193548388,8.777810971018512,30.419354838709676
2_54_65_623,112.83870967741936,120.09677419354838,264.48387096774195,34.03225806451613,11.451612903225806,86.2141935483871,9.25796279934947,31.032258064516128
3_54_109_328,109.74193548387096,116.58064516129032,285.16129032258067,49.064516129032256,15.193548387096774,96.00193548387095,9.516921158614359,23.516129032258064
3_54_39_2173,111.35483870967742,115.3225806451613,281.3225806451613,49.806451612903224,14.580645161290322,90.54774193548384,9.543746465475355,21.838709677419356
3_54_45_1487,104.12903225806451,131.51612903225808,287.258064516129,50.74193548387097,16.838709677419356,94.84322580645161,9.792193490018558,21.741935483870968
3_54_47_1032,109.3225806451613,126.29032258064517,290.741935483871,48.064516129032256,14.225806451612904,94.66064516129032,9.696265776965824,23.70967741935484
3_54_55_961,118.58064516129032,80.3225806451613,271.6774193548387,44.67741935483871,12.774193548387096,90.46483870967742,8.907128341048685,24.387096774193548
3_54_5_117,114.03225806451613,104.3225806451613,276.0967741935484,50.38709677419355,15.96774193548387,95.81935483870967,9.543886720438055,21.516129032258064
3_54_89_714,117.19354838709677,97.51612903225806,268.258064516129,39.58064516129032,11.193548387096774,79.84903225806453,8.67176090993914,27.419354838709676
4_54_73_630,122.48387096774194,117.83870967741936,265.93548387096774,46.74193548387097,14.129032258064516,89.84419354838711,9.355448830558437,23.774193548387096
1_1_3_11,23.967741935483872,206.61290322580646,361.51612903225805,57.32258064516129,26.870967741935484,187.7032258064516,16.735780601724315,28.903225806451612
1_1_3_141,12.32258064516129,201.8709677419355,363.03225806451616,55.61290322580645,26.741935483870968,210.13580645161292,16.829215155419114,29.225806451612904
1_1_53_107,26.29032258064516,211.41935483870967,361.1290322580645,57.354838709677416,27.580645161290324,170.4903225806452,16.4876270181085,29.548387096774192
1_1_53_56,29.677419354838708,209.51612903225808,361.1290322580645,57.12903225806452,27.64516129032258,170.05387096774191,16.5141448381923,28.967741935483872
2_1_131_40,36.806451612903224,198.83870967741936,357.8709677419355,47.58064516129032,21.64516129032258,145.9806451612903,14.69654712440363,30.70967741935484
2_1_131_59,35.61290322580645,200.25806451612902,358.6774193548387,49.41935483870968,22.612903225806452,150.91870967741937,14.730664109964419,29.322580645161292
2_1_25_140,33.903225806451616,203,359.7741935483871,52.41935483870968,24.225806451612904,157.21612903225807,15.598683877037553,28.032258064516128
2_1_25_82,36.064516129032256,198.32258064516128,358.5483870967742,53,24.258064516129032,150.68709677419355,15.400280621700928,28.225806451612904
2_1_25_99,35.354838709677416,199.5483870967742,359.258064516129,55.87096774193548,25.35483870967742,156.0816129032258,16.171005614125875,27.612903225806452
2_1_35_62,30.967741935483872,202.90322580645162,360.6774193548387,57.516129032258064,26.419354838709676,171.0325806451613,16.471590523801442,29
3_1_1_26,37.225806451612904,195.41935483870967,356.93548387096774,50.70967741935484,22.451612903225808,137.39741935483872,14.99661087893748,30.93548387096774
3_1_1_8,35.61290322580645,199.5483870967742,357.83870967741933,49.74193548387097,22.129032258064516,134.27193548387095,14.694495672970746,29.35483870967742
3_1_31_30,29.548387096774192,203.32258064516128,359.3225806451613,51.354838709677416,23.387096774193548,157.4812903225807,15.485258181158825,29.903225806451612
3_1_41_24,34.32258064516129,195.7741935483871,357.7741935483871,50.54838709677419,23.06451612903226,153.38612903225805,14.860437128749592,27.93548387096774
3_1_47_116,36.064516129032256,198.19354838709677,357.8709677419355,48.935483870967744,22.419354838709676,140.39096774193547,15.039881127065119,29.580645161290324
3_1_47_28,36.58064516129032,197.51612903225808,356.96774193548384,49.45161290322581,22.580645161290324,144.37419354838707,15.024484210562182,29.774193548387096
3_1_61_40,25.451612903225808,214.06451612903226,360.6774193548387,51.354838709677416,22.612903225806452,160.21322580645162,15.23116928795789,30.774193548387096
3_1_85_48,35.29032258064516,200.25806451612902,358.16129032258067,47.96774193548387,22.06451612903226,135.91354838709677,14.497783019645592,30.322580645161292
4_1_125_65,41.645161290322584,192.74193548387098,354.51612903225805,52.61290322580645,24.258064516129032,143.91451612903225,14.642982693609405,28
4_1_63_24,39.67741935483871,192.48387096774192,355.93548387096774,52.45161290322581,23.838709677419356,139.8022580645161,15.713538313220166,28.70967741935484
4_1_63_4,40.645161290322584,192.25806451612902,355.93548387096774,52.903225806451616,24.161290322580644,138.51290322580644,15.490754532729204,28.096774193548388
5_1_121_9,55.064516129032256,178.1290322580645,351.38709677419354,52.064516129032256,22.580645161290324,134.75516129032258,13.41234907363923,28.161290322580644
2_12_33_101,8.903225806451612,206.29032258064515,363.03225806451616,52.806451612903224,26.64516129032258,225.46870967741935,17.120486500940352,30
2_12_33_6,19.06451612903226,208,361.83870967741933,62.29032258064516,28.419354838709676,194.48741935483872,17.305420887679517,28.580645161290324
2_12_39_30,21.806451612903224,225.25806451612902,362,50.38709677419355,23.451612903225808,163.93387096774194,15.249029940001483,31.70967741935484
3_12_105_95,1.6451612903225807,291.3225806451613,364.7741935483871,49.903225806451616,18.741935483870968,138.79548387096773,12.513920531935408,38.58064516129032
1_21_195_66,104.90322580645162,132,295.51612903225805,48.774193548387096,14.903225806451612,94.99870967741936,9.977299288620378,23.161290322580644
1_21_95_28,105.58064516129032,116.6774193548387,290.4516129032258,59.74193548387097,21.967741935483872,123.61064516129032,12.354288534534666,21.483870967741936
1_21_95_41,100.61290322580645,127.3225806451613,297.96774193548384,52.61290322580645,19.548387096774192,118.9867741935484,11.410330857789544,22.774193548387096
2_21_19_18,110.19354838709677,132.19354838709677,278.03225806451616,46.58064516129032,16.258064516129032,102.7,10.135577085385279,24.93548387096774
3_21_13_16,96.90322580645162,135.61290322580646,301.6774193548387,52.25806451612903,18.967741935483872,118.13354838709677,11.37377589256246,24
3_21_13_5,102.2258064516129,120.80645161290323,295.1290322580645,58.29032258064516,20.548387096774192,115.52548387096775,12.12970335166961,21.70967741935484
4_21_151_23,94.38709677419355,132.6451612903226,291.19354838709677,52.54838709677419,18.93548387096774,112.32193548387097,11.53880985045687,24.483870967741936
4_21_187_17,97,131.38709677419354,280.16129032258067,46.645161290322584,17.193548387096776,114.49709677419352,11.30131376953043,26.06451612903226
5_21_163_28,91.25806451612904,140.4516129032258,284.741935483871,46.354838709677416,19.06451612903226,119.74612903225807,12.06196539054558,28.032258064516128
5_21_1_30,90.48387096774194,140.19354838709677,300.7741935483871,54.516129032258064,20.64516129032258,121.15483870967742,12.568796633500124,23.870967741935484
5_21_231_37,92.41935483870968,131.74193548387098,299.64516129032256,58.29032258064516,22.193548387096776,121.73935483870969,12.769369569653545,22.870967741935484
6_21_31_30,83.06451612903226,148.90322580645162,298.51612903225805,49.225806451612904,20.096774193548388,125.39451612903227,12.60409478472387,26.419354838709676
6_21_31_8,83.90322580645162,148.51612903225808,297.2903225806452,48.096774193548384,20.70967741935484,126.88096774193546,12.67941673143528,26.29032258064516
6_21_3_16,78.03225806451613,151.90322580645162,306.1290322580645,50.645161290322584,20.483870967741936,133.93774193548384,12.893332263446098,25.548387096774192
7_21_75_6,76,150.09677419354838,299.258064516129,51.12903225806452,22.225806451612904,130.31451612903226,13.665682508933536,27.225806451612904
1_22_83_44,32.61290322580645,198.06451612903226,351.51612903225805,50.58064516129032,25.161290322580644,163.44774193548386,16.56908050405733,29.322580645161292
2_22_101_83,6.645161290322581,210.90322580645162,363.38709677419354,55.096774193548384,25.64516129032258,179.63612903225808,15.477577958773566,29.387096774193548
2_22_101_98,5.419354838709677,210.6451612903226,363.741935483871,48.38709677419355,25.161290322580644,188.91935483870967,15.853214678949694,34.83870967741935
2_22_45_67,7.709677419354839,212.41935483870967,363.0967741935484,56.67741935483871,26.193548387096776,187.97806451612905,16.142117415817662,27.225806451612904
2_22_47_68,13.064516129032258,217.80645161290323,362.5806451612903,52.32258064516129,27.580645161290324,183.04258064516128,17.39457833244164,29.258064516129032
2_22_51_41,4.612903225806452,218.70967741935485,363.741935483871,57.25806451612903,26.483870967741936,199.6916129032258,16.699959779265303,32.38709677419355
2_22_57_143,6.935483870967742,218.1290322580645,363.61290322580646,56.29032258064516,27.903225806451612,204.3941935483871,16.39105317579334,30.161290322580644
2_22_57_156,5.193548387096774,218.6451612903226,363.741935483871,57.806451612903224,26.903225806451612,194.2167741935484,17.143286158950787,31.419354838709676
2_22_77_39,14.774193548387096,213.4516129032258,361,54.483870967741936,25.870967741935484,189.95645161290324,16.845303606129697,29.483870967741936
2_22_7_28,7.935483870967742,217.74193548387098,363.61290322580646,58.096774193548384,27.129032258064516,198.0741935483871,16.936017827279755,32.45161290322581
2_22_7_29,7.451612903225806,216.2258064516129,363.61290322580646,53.516129032258064,26.387096774193548,186.11354838709678,16.761146610776223,32.16129032258065
2_22_89_41,6.903225806451613,219.58064516129033,363.61290322580646,58.83870967741935,28,206.48354838709682,17.106186063655798,31.516129032258064
2_22_95_34,8.258064516129032,219.2258064516129,363.35483870967744,56.645161290322584,28.129032258064516,205.29612903225805,17.166036657591302,30.193548387096776
2_22_97_83,13.741935483870968,214.74193548387098,361.51612903225805,55.38709677419355,25.806451612903224,182.44903225806453,16.620749099953215,26.806451612903224
2_22_99_67,11.064516129032258,216.48387096774192,363.16129032258067,57.32258064516129,26.451612903225808,181.72548387096776,16.030854548773245,26.129032258064516
2_22_9_93,20.032258064516128,207.83870967741936,360.7741935483871,50.45161290322581,24.612903225806452,186.01935483870966,17.39284033012828,29.548387096774192
3_22_11_76,17.06451612903226,212.51612903225808,362.3225806451613,51.354838709677416,27.419354838709676,181.87322580645161,18.763900507777752,30
3_22_19_102,14.064516129032258,214.6451612903226,363.0967741935484,47.193548387096776,24.580645161290324,195.11451612903227,17.69511170256678,32.483870967741936
3_22_19_103,7.967741935483871,212.32258064516128,363.35483870967744,55.096774193548384,27.70967741935484,182.00483870967741,16.323185883746188,28.903225806451612
3_22_19_109,13.612903225806452,213.5483870967742,362.64516129032256,50.45161290322581,27.774193548387096,191.58741935483872,18.044718968699154,31.06451612903226
3_22_19_94,9,214.93548387096774,363.38709677419354,53.225806451612904,26.06451612903226,213.6590322580645,17.462450131110817,27.64516129032258
3_22_39_53,14.741935483870968,212.51612903225808,361.258064516129,53.935483870967744,25.70967741935484,174.37096774193543,16.583201295253858,29.580645161290324
3_22_39_60,15.03225806451613,212.8709677419355,361.258064516129,53.903225806451616,25.483870967741936,175.6422580645161,16.667641939320998,29.129032258064516
3_22_39_61,13.741935483870968,212.4516129032258,361.4193548387097,54.45161290322581,25.193548387096776,172.24096774193546,16.17292575616731,29.483870967741936
3_22_39_66,15.741935483870968,213.61290322580646,361.03225806451616,52.935483870967744,25.451612903225808,176.20806451612904,16.794248536217182,28.225806451612904
3_22_39_68,17.161290322580644,212.09677419354838,361.2258064516129,54.32258064516129,25.774193548387096,176.84870967741935,16.830842389902482,29.806451612903224
3_22_53_67,13,212.80645161290323,362.06451612903226,53.45161290322581,25.64516129032258,176.1370967741935,15.88757219347989,28.70967741935484
3_22_79_144,20,210.29032258064515,361,54.483870967741936,27.032258064516128,179.97903225806454,16.8567794183853,30.29032258064516
4_22_103_125,13.741935483870968,213.90322580645162,362.80645161290323,58.193548387096776,27.93548387096774,189.57870967741937,16.242823525908573,30.35483870967742
4_22_103_89,12.03225806451613,209.2258064516129,362.7741935483871,54.83870967741935,28.451612903225808,190.43774193548387,16.445058745586035,30.387096774193548
4_22_105_58,22.225806451612904,214.03225806451613,361.96774193548384,61.16129032258065,30.258064516129032,194.51709677419356,17.852747120124636,29.06451612903226
4_22_105_65,21.838709677419356,215.32258064516128,362,58.41935483870968,30.032258064516128,197.33806451612904,18.574834098481112,29.870967741935484
4_22_105_68,24.741935483870968,209.7741935483871,361.4516129032258,58.87096774193548,29.35483870967742,188.08064516129033,18.04885369289376,28.387096774193548
4_22_105_69,18.580645161290324,216.83870967741936,362.7096774193548,55.58064516129032,27.580645161290324,192.1867741935484,16.809877424672653,29.580645161290324
4_22_105_80,22.548387096774192,213.1290322580645,361.80645161290323,58.74193548387097,28.838709677419356,187.75354838709677,17.894318112036487,30.225806451612904
4_22_105_81,20.451612903225808,216.70967741935485,362.7096774193548,56.87096774193548,27.967741935483872,192.48870967741937,16.872387131717925,30.93548387096774
4_22_117_62,20.483870967741936,211.48387096774192,361.80645161290323,56.096774193548384,26.870967741935484,183.17290322580646,16.250299828780904,29.06451612903226
4_22_117_75,22.774193548387096,209.4516129032258,361.80645161290323,61.32258064516129,30.612903225806452,200.16451612903228,17.426801028650353,27.548387096774192
4_22_37_35,21.903225806451612,209.90322580645162,360.93548387096774,59.61290322580645,29.225806451612904,180.72193548387096,18.431427691126515,27.870967741935484
4_22_63_53,18.580645161290324,216.4516129032258,362.38709677419354,57.16129032258065,27.774193548387096,203.87709677419352,18.12780097769142,29.387096774193548
4_22_63_56,16,217.51612903225808,362.38709677419354,53.12903225806452,27.322580645161292,207.21580645161288,17.674504790715226,28.93548387096774
4_22_63_61,18.258064516129032,215.74193548387098,362,59.45161290322581,28.806451612903224,203.9458064516129,18.087358440883396,27.64516129032258
4_22_63_65,14.612903225806452,218.1290322580645,362.51612903225805,53.45161290322581,27.774193548387096,198.40483870967742,16.935178573009267,29.64516129032258
